Bulk Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
20 500.00 1343.00 100.000000 46.1863 0.647734 12.1098 2.59606 0 7.01215 0.187749 12.138 0 0 10.5233 1.8681 0.910583 0.187749 5.63247 0
20 500.00 1343.00 100.000000 47.0849 0.660337 12.3454 2.32898 0 7.43452 0.191402 12.3741 0 0 10.7281 1.90445 0.9283 0.191402 3.82804 0
22 500.00 1337.00 100.000000 46.6337 0.654009 12.2271 2.41151 0 7.26888 0.189568 12.2556 0 0 10.6253 1.8862 0.919404 0.189568 4.7392 0
21 500.00 1340.00 100.000000 46.1863 0.647734 12.1098 2.59606 0 7.01215 0.187749 12.138 0 0 10.5233 1.8681 0.910583 0.187749 5.63247 0
21 500.00 1340.00 100.000000 47.0849 0.660337 12.3454 2.32898 0 7.43452 0.191402 12.3741 0 0 10.7281 1.90445 0.9283 0.191402 3.82804 0
23 500.00 1334.00 100.000000 46.6337 0.654009 12.2271 2.41151 0 7.26888 0.189568 12.2556 0 0 10.6253 1.8862 0.919404 0.189568 4.7392 0
22 500.00 1337.00 100.000000 47.0849 0.660337 12.3454 2.32898 0 7.43452 0.191402 12.3741 0 0 10.7281 1.90445 0.9283 0.191402 3.82804 0
22 500.00 1337.00 100.000000 46.1863 0.647734 12.1098 2.59606 0 7.01215 0.187749 12.138 0 0 10.5233 1.8681 0.910583 0.187749 5.63247 0
23 500.00 1334.00 100.000000 47.0849 0.660337 12.3454 2.32898 0 7.43452 0.191402 12.3741 0 0 10.7281 1.90445 0.9283 0.191402 3.82804 0
24 500.00 1331.00 100.000000 46.6337 0.654009 12.2271 2.41151 0 7.26888 0.189568 12.2556 0 0 10.6253 1.8862 0.919404 0.189568 4.7392 0
23 500.00 1334.00 100.000000 46.1863 0.647734 12.1098 2.59606 0 7.01215 0.187749 12.138 0 0 10.5233 1.8681 0.910583 0.187749 5.63247 0
25 500.00 1328.00 100.000000 46.6337 0.654009 12.2271 2.41151 0 7.26888 0.189568 12.2556 0 0 10.6253 1.8862 0.919404 0.189568 4.7392 0
24 500.00 1331.00 100.000000 47.0849 0.660337 12.3454 2.32898 0 7.43452 0.191402 12.3741 0 0 10.7281 1.90445 0.9283 0.191402 3.82804 0
24 500.00 1331.00 100.000000 46.1863 0.647734 12.1098 2.59606 0 7.01215 0.187749 12.138 0 0 10.5233 1.8681 0.910583 0.187749 5.63247 0
25 500.00 1328.00 100.000000 47.0849 0.660337 12.3454 2.32898 0 7.43452 0.191402 12.3741 0 0 10.7281 1.90445 0.9283 0.191402 3.82804 0
26 500.00 1325.00 100.000000 46.6337 0.654009 12.2271 2.41151 0 7.26888 0.189568 12.2556 0 0 10.6253 1.8862 0.919404 0.189568 4.7392 0
25 500.00 1328.00 100.000000 46.1863 0.647734 12.1098 2.59606 0 7.01215 0.187749 12.138 0 0 10.5233 1.8681 0.910583 0.187749 5.63247 0
26 500.00 1325.00 100.000000 47.0849 0.660337 12.3454 2.32898 0 7.43452 0.191402 12.3741 0 0 10.7281 1.90445 0.9283 0.191402 3.82804 0
27 500.00 1322.00 100.000000 46.6337 0.654009 12.2271 2.41151 0 7.26888 0.189568 12.2556 0 0 10.6253 1.8862 0.919404 0.189568 4.7392 0
26 500.00 1325.00 100.000000 46.1863 0.647734 12.1098 2.59606 0 7.01215 0.187749 12.138 0 0 10.5233 1.8681 0.910583 0.187749 5.63247 0
27 500.00 1322.00 100.000000 47.0849 0.660337 12.3454 2.32898 0 7.43452 0.191402 12.3741 0 0 10.7281 1.90445 0.9283 0.191402 3.82804 0
28 500.00 1319.00 100.000000 46.6337 0.654009 12.2271 2.41151 0 7.26888 0.189568 12.2556 0 0 10.6253 1.8862 0.919404 0.189568 4.7392 0
27 500.00 1322.00 100.000000 46.1863 0.647734 12.1098 2.59606 0 7.01215 0.187749 12.138 0 0 10.5233 1.8681 0.910583 0.187749 5.63247 0
28 500.00 1319.00 100.000000 47.0849 0.660337 12.3454 2.32898 0 7.43452 0.191402 12.3741 0 0 10.7281 1.90445 0.9283 0.191402 3.82804 0
29 500.00 1316.00 100.000000 46.6337 0.654009 12.2271 2.41151 0 7.26888 0.189568 12.2556 0 0 10.6253 1.8862 0.919404 0.189568 4.7392 0
28 500.00 1319.00 100.000000 46.1863 0.647734 12.1098 2.59606 0 7.01215 0.187749 12.138 0 0 10.5233 1.8681 0.910583 0.187749 5.63247 0
29 500.00 1316.00 100.000000 47.0849 0.660337 12.3454 2.32898 0 7.43452 0.191402 12.3741 0 0 10.7281 1.90445 0.9283 0.191402 3.82804 0
30 500.00 1313.00 100.000000 46.6337 0.654009 12.2271 2.41151 0 7.26888 0.189568 12.2556 0 0 10.6253 1.8862 0.919404 0.189568 4.7392 0
29 500.00 1316.00 100.000000 46.1863 0.647734 12.1098 2.59606 0 7.01215 0.187749 12.138 0 0 10.5233 1.8681 0.910583 0.187749 5.63247 0
30 500.00 1313.00 100.000000 47.0849 0.660337 12.3454 2.32898 0 7.43452 0.191402 12.3741 0 0 10.7281 1.90445 0.9283 0.191402 3.82804 0
31 500.00 1310.00 100.000000 46.6337 0.654009 12.2271 2.41151 0 7.26888 0.189568 12.2556 0 0 10.6253 1.8862 0.919404 0.189568 4.7392 0
30 500.00 1313.00 100.000000 46.1863 0.647734 12.1098 2.59606 0 7.01215 0.187749 12.138 0 0 10.5233 1.8681 0.910583 0.187749 5.63247 0
31 500.00 1310.00 100.000000 47.0849 0.660337 12.3454 2.32898 0 7.43452 0.191402 12.3741 0 0 10.7281 1.90445 0.9283 0.191402 3.82804 0
32 500.00 1307.00 100.000000 46.6337 0.654009 12.2271 2.41151 0 7.26888 0.189568 12.2556 0 0 10.6253 1.8862 0.919404 0.189568 4.7392 0
31 500.00 1310.00 100.000000 46.1863 0.647734 12.1098 2.59606 0 7.01215 0.187749 12.138 0 0 10.5233 1.8681 0.910583 0.187749 5.63247 0
32 500.00 1307.00 100.000000 47.0849 0.660337 12.3454 2.32898 0 7.43452 0.191402 12.3741 0 0 10.7281 1.90445 0.9283 0.191402 3.82804 0
33 500.00 1304.00 100.000000 46.6337 0.654009 12.2271 2.41151 0 7.26888 0.189568 12.2556 0 0 10.6253 1.8862 0.919404 0.189568 4.7392 0
