Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
47 500.00 1262.00 97.157514 47.998 0.673143 12.5848 2.48207 0 7.48154 0.195114 12.6141 0 0 10.9361 1.94138 0.946303 0.195114 1.9522 0
46 500.00 1265.00 98.086736 48.0033 0.673217 12.5862 2.37441 0 7.57954 0.195136 12.6155 0 0 10.9373 1.9416 0.946407 0.195136 1.95213 0
46 500.00 1265.00 96.243945 47.9888 0.673013 12.5824 2.69738 0 7.28581 0.195076 12.6117 0 0 10.934 1.94101 0.94612 0.195076 1.94965 0
48 500.00 1259.00 97.158429 47.9976 0.673137 12.5847 2.48204 0 7.48147 0.195112 12.614 0 0 10.936 1.94137 0.946294 0.195112 1.95313 0
47 500.00 1262.00 98.087660 48.0029 0.673211 12.5861 2.37439 0 7.57947 0.195134 12.6154 0 0 10.9372 1.94158 0.946398 0.195134 1.95305 0
47 500.00 1262.00 96.244837 47.9883 0.673007 12.5823 2.69735 0 7.28574 0.195074 12.6116 0 0 10.9339 1.94099 0.946111 0.195074 1.95056 0
49 500.00 1256.00 96.849907 48.0219 0.675281 12.6248 2.48995 0 7.47404 0.195083 12.5005 0 0 10.9697 1.94755 0.949308 0.195734 1.95615 0
48 500.00 1259.00 98.009131 48.0087 0.673751 12.5962 2.37629 0 7.57758 0.195126 12.5865 0 0 10.9457 1.94314 0.947157 0.19529 1.95451 0
48 500.00 1259.00 96.245733 47.9879 0.673001 12.5822 2.69733 0 7.28567 0.195073 12.6114 0 0 10.9338 1.94097 0.946102 0.195073 1.95147 0
50 500.00 1259.00 97.158429 47.9976 0.673137 12.5847 2.48204 0 7.48147 0.195112 12.614 0 0 10.936 1.94137 0.946294 0.195112 1.95313 0
49 500.00 1256.00 96.153691 47.9949 0.673645 12.5942 2.69991 0 7.28342 0.195063 12.5768 0 0 10.9439 1.94283 0.947008 0.195259 1.95302 0
49 500.00 1262.00 98.087660 48.0029 0.673211 12.5861 2.37439 0 7.57947 0.195134 12.6154 0 0 10.9372 1.94158 0.946398 0.195134 1.95305 0
50 500.00 1261.00 98.087969 48.0027 0.673209 12.5861 2.37438 0 7.57944 0.195133 12.6154 0 0 10.9372 1.94157 0.946395 0.195133 1.95336 0
51 500.00 1258.00 97.074646 48.0041 0.673718 12.5956 2.48418 0 7.4795 0.195105 12.5832 0 0 10.9451 1.94304 0.94711 0.195281 1.954 0
50 500.00 1259.00 96.245733 47.9879 0.673001 12.5822 2.69733 0 7.28567 0.195073 12.6114 0 0 10.9338 1.94097 0.946102 0.195073 1.95147 0
